ID_DETALLE,NOMCIENTIFICO,ALTURATOTAL,VOLUMENCOMER,DENSIDAD,ESTADO_COPA,ESTADO_FUSTE,ESTADO_RAIZ,EST_RAIZ_GEN,NIVEL_RIESGO,ESTADO_FITO,TRATAMIENTO
1475100622816,Acacia decurrens,3,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353382438,Pittosporum undulatum,7.09,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1466610338418,Liquidambar styraciflua,1.5,0,Medio,Regular,Regular,No apreciable,Bueno,Ninguna,,Conservacion
154949,Eucalyptus globulus,17,0,Ralo,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1573399843713,Ficus soatensis,9,0,Ralo,Malo,Malo,No apreciable,Bueno,Moderada,,Conservacion
1641872986292,Lafoensia acuminata,3.5,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,Regular,Tratamiento Integral
1475100625319,Acacia decurrens,5,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353382450,Pittosporum undulatum,7.09,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1475100622833,Acacia decurrens,8,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
154951,Eucalyptus globulus,29,0,Ralo,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1573399843721,Ficus soatensis,9,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Conservacion
1641872986300,Tecoma stans,3,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Tratamiento Integral
1466610337308,Tecoma stans,4,0,Denso,Bueno,Regular,No apreciable,Bueno,Ninguna,,Conservacion
1442353382462,Cotoneaster panosa,5.99,0,Ralo,Malo,Suprimido,No apreciable,Bueno,Moderada,,Tala
1475100626340,Acacia decurrens,3.5,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1466610337317,Eugenia myrtifolia,2.5,0,Ralo,Malo,Malo,No apreciable,Regular,Moderada,,Tala
1573399843732,Ficus soatensis,8,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Conservacion
1641872986744,Sambucus nigra,2,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,Regular,Poda Estructural
154953,Eucalyptus globulus,25,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1442353382474,Cotoneaster panosa,7.09,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1475100622850,Acacia decurrens,3,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
154955,Eucalyptus globulus,13,0,Ralo,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1573399843965,Magnolia grandiflora,5,0,Denso,Bueno,Malo,No apreciable,Bueno,Moderada,,Traslado
1641872986705,Pittosporum undulatum,1.5,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,Regular,Poda Estructural
1466610340482,Senna viarum,3.5,0,Denso,Regular,Regular,No apreciable,Bueno,Ninguna,,Conservacion
1442353382486,Prunus serotina,5.99,0,Medio,Bueno,Malo,No apreciable,Bueno,Moderada,,Tala
1466610337337,Senna viarum,2,0,Denso,Bueno,Regular,No apreciable,Bueno,Ninguna,,Conservacion
154957,Eucalyptus globulus,12,0,Ralo,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1573399843791,Magnolia grandiflora,3,0,Denso,Bueno,Regular,No apreciable,Bueno,Moderada,,Traslado
1641872986327,Quercus humboldtii,2,0,Medio,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Tratamiento Integral
1475100626091,Acacia decurrens,6,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353382498,Prunus serotina,9.12,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1475100622867,Acacia decurrens,6,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
154959,Eucalyptus globulus,6,0,Ralo,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1573399843758,Billia rosea,3.5,0,Denso,Malo,Regular,No apreciable,Bueno,Moderada,,Tala
1641872986335,Lafoensia acuminata,2,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,Regular,Tratamiento Integral
1466610337346,Liquidambar styraciflua,2.5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1442353382510,Prunus serotina,8.14,0,Medio,Bueno,Malo,No apreciable,Bueno,Moderada,,Tala
1475100626810,Acacia decurrens,5,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
154962,Eucalyptus globulus,20,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1641872986343,Quercus humboldtii,1,0,Medio,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Tratamiento Integral
1573399843766,Magnolia grandiflora,5,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Traslado
1442353382523,Pittosporum undulatum,7.7,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1475100622902,Acacia decurrens,2.5,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
154964,Eucalyptus globulus,26,0,Ralo,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1573399843855,Magnolia grandiflora,5,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Traslado
1641872986354,Ficus tequendamae,2.5,0,Medio,Regular,Bueno,No apreciable,Regular,Moderada,Regular,Tratamiento Integral
1466610337356,Fucsia arborea,1.4,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1442353382535,Pittosporum undulatum,6.7,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1475100622910,Acacia decurrens,6,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
154966,Eucalyptus globulus,12,0,Ralo,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1641872986407,Quercus humboldtii,2,0,Medio,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Tratamiento Integral
1466610340210,Hibiscus rosa-sinensis,0.8,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1442353382547,Prunus serotina,9.96,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1475100622919,Acacia decurrens,11,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
154968,Eucalyptus globulus,15,0,Ralo,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1641872986376,Quercus humboldtii,1.5,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,Regular,Tratamiento Integral
1466610337376,Pittosporum undulatum,8,0,Denso,Bueno,Bueno,Raices Descubiertas,Bueno,Ninguna,,Conservacion
1442353382559,Cotoneaster panosa,7.09,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1475100626167,Acacia decurrens,5,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
154970,Eucalyptus globulus,18,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1641872986650,Quercus humboldtii,1.7,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,Regular,Tratamiento Integral
1466610337385,Yucca elephantipes,8,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1442353382571,Pittosporum undulatum,7.7,0,Muy Ralo,Malo,Malo,No apreciable,Bueno,Moderada,,Tala
1475100623741,Acacia decurrens,6,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
154972,Eucalyptus globulus,22,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1641872986392,Quercus humboldtii,2.5,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,Regular,Tratamiento Integral
1466610341853,Magnolia grandiflora,4,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1442353382583,Prunus serotina,7.28,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1475100626986,Acacia decurrens,6.5,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
154974,Eucalyptus globulus,20,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1641872986401,Ligustrum lucidum,2,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,Regular,Poda Estructural
1466610338651,Ficus benjamina,5.5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1442353382595,Pittosporum undulatum,7.7,0,Medio,Bueno,Malo,No apreciable,Bueno,Moderada,,Tala
1475100622944,Acacia decurrens,2,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
154976,Eucalyptus globulus,20,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1641872986504,Quercus humboldtii,2,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,Regular,Tratamiento Integral
1466610337415,Escallonia paniculata,3,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1442353382607,Pittosporum undulatum,7.09,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1475100622953,Acacia decurrens,6.5,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
154979,Eucalyptus globulus,20,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1641872986419,Pittosporum undulatum,2,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,Regular,Poda Estructural
1466610339324,Escallonia paniculata,1.5,0,Medio,Regular,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1442353382619,Pittosporum undulatum,6.7,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
154981,Eucalyptus globulus,10,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1641872986429,Quercus humboldtii,1.7,0,Ralo,Regular,Regular,No apreciable,Bueno,Moderada,Regular,Tratamiento Integral
1475100622962,Acacia decurrens,10,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353382631,Pittosporum undulatum,6.7,0,Medio,Bueno,Malo,No apreciable,Bueno,Moderada,,Tala
1475100622971,Acacia decurrens,5,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
154983,Eucalyptus globulus,22,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1641872986438,Quercus humboldtii,2,0,Ralo,Bueno,Regular,No apreciable,Bueno,Moderada,Regular,Tratamiento Integral
1466610337434,Escallonia paniculata,3.5,0,Denso,Bueno,Bueno,No apreciable,Regular,Moderada,,Tala
1442353382643,Pittosporum undulatum,6.7,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1475100622981,Acacia decurrens,5,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
154985,Eucalyptus globulus,22,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1641872986446,Quercus humboldtii,2,0,Ralo,Bueno,Regular,No apreciable,Bueno,Moderada,Regular,Tratamiento Integral
1466610337444,Magnolia grandiflora,7,0,Denso,Bueno,Bueno,Raices Descubiertas,Bueno,Ninguna,,Conservacion
1442353382655,Pittosporum undulatum,7.7,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1475100622991,Acacia decurrens,15,0,Medio,Regular,Regular,Raices Descubiertas,Regular,Moderada,,Tala
154987,Eucalyptus globulus,27,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1641872986592,Abutilon megapotamicum,2,0,Denso,Bueno,Regular,No apreciable,Regular,Moderada,Regular,Poda Estructural
1466610338779,Escallonia paniculata,2,0,Medio,Regular,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1442353382667,Prunus serotina,7.7,0,Medio,Bueno,Malo,No apreciable,Bueno,Moderada,,Tala
1475100623000,Acacia decurrens,5,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
154989,Eucalyptus globulus,30,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1641872986600,Ligustrum lucidum,2,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,Regular,Poda Estructural
1466610337463,Acacia baileyana,11,0,Medio,Regular,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1442353382679,Prunus serotina,9.39,0,Denso,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Estructural
1475100627351,Acacia decurrens,9,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
154991,Eucalyptus globulus,11,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1641872986950,Eugenia myrtifolia,2,0,Ralo,Regular,Bueno,No apreciable,Regular,Moderada,Regular,Tratamiento Integral
1466610337473,Salix humboldtiana,5,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Radicular
1442353382691,Myrcianthes leucoxyla,5.5,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Estructural
1475100623017,Acacia decurrens,11,0,Ralo,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1641872986479,Ligustrum lucidum,1.5,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,Regular,Poda Estructural
154993,Eucalyptus globulus,9,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1466610342335,Salix humboldtiana,11,0,Denso,Bueno,Regular,No apreciable,Bueno,Moderada,,Poda Radicular
1442353382703,Pittosporum undulatum,7.7,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1475100626238,Acacia decurrens,2,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1641872986489,Quercus humboldtii,1.4,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,Regular,Tratamiento Integral
154995,Eucalyptus globulus,35,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1466610337492,Salix humboldtiana,9,0,Denso,Bueno,Regular,No apreciable,Bueno,Moderada,,Poda Radicular
1442353382715,Pittosporum undulatum,7.7,0,Medio,Bueno,Malo,No apreciable,Bueno,Moderada,,Tala
1475100624202,Acacia decurrens,2,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1641872986499,Quercus humboldtii,2,0,Medio,Bueno,Regular,No apreciable,Bueno,Moderada,Regular,Tratamiento Integral
154997,Eucalyptus globulus,28,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1466610342115,Salix humboldtiana,7.5,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Poda Radicular
1442353382727,Pittosporum undulatum,9.39,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1475100624231,Acacia decurrens,2,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1641872986508,Quercus humboldtii,2,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,Regular,Tratamiento Integral
154999,Eucalyptus globulus,25,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1466610337513,Tecoma stans,6,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,,Traslado
1442353382739,Pittosporum undulatum,10.26,0,Medio,Bueno,Malo,No apreciable,Bueno,Moderada,,Tala
1475100623051,Acacia decurrens,2,0,Ralo,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1641872986522,Quercus humboldtii,2,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,Regular,Tratamiento Integral
155002,Eucalyptus globulus,25,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1466610337523,Yucca elephantipes,4,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1442353382751,Prunus serotina,9.96,0,Denso,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Estructural
1475100623059,Acacia decurrens,1,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1641872986540,Ficus soatensis,2.5,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
155004,Eucalyptus globulus,30,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1466610341202,Yucca elephantipes,7.5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1442353382763,Pittosporum undulatum,7.7,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Estructural
1475100623068,Acacia decurrens,1,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1641872986548,Lafoensia acuminata,2,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,Regular,Tratamiento Integral
155006,Eucalyptus globulus,26,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1466610341543,Yucca elephantipes,5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1442353382775,Pittosporum undulatum,9.39,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1475100623768,Acacia decurrens,8,0,Ralo,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1641872986557,Ficus tequendamae,2.5,0,Medio,Regular,Bueno,No apreciable,Regular,Moderada,Regular,Tratamiento Integral
155008,Eucalyptus globulus,30,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1466610342283,Salix humboldtiana,8.5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1442353382787,Cotoneaster panosa,6.7,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1475100623085,Acacia decurrens,8,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1641872986766,Sambucus nigra,3,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,Regular,Poda Estructural
155010,Eucalyptus globulus,30,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1466610337566,Alnus acuminata,6.5,0,Denso,Bueno,Regular,No apreciable,Bueno,Ninguna,,Conservacion
1442353382799,Prunus serotina,10.26,0,Denso,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Estructural
1475100623094,Acacia decurrens,8,0,Ralo,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1641872986573,Escallonia pendula,3,0,Denso,Regular,Bueno,No apreciable,Regular,Moderada,Regular,Poda Realce
155012,Eucalyptus globulus,20,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1466610337576,Alnus acuminata,13,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1442353382811,Pittosporum undulatum,9.39,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1475100623710,Acacia decurrens,6,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1641872986581,Sambucus nigra,3,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,Regular,Poda Estructural
155014,Eucalyptus globulus,28,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1466610338655,Tecoma stans,6.5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,,Traslado
1442353382823,Prunus serotina,10.26,0,Denso,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Estructural
1475100623113,Acacia decurrens,7,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1641872986971,Ficus soatensis,2.5,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,Regular,Poda Realce
155016,Eucalyptus globulus,25,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1466610337597,Tecoma stans,7.5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,,Traslado
1442353382835,Pittosporum undulatum,9.12,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1475100623123,Acacia decurrens,7,0,Ralo,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1641872986597,Lafoensia acuminata,2.5,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,Regular,Tratamiento Integral
155018,Eucalyptus globulus,25,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1466610342407,Tecoma stans,7,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1442353382847,Prunus serotina,9.39,0,Denso,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Estructural
1475100623379,Acacia decurrens,8,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1641872986919,Lafoensia acuminata,2.5,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,Regular,Tratamiento Integral
155020,Eucalyptus globulus,25,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1466610341889,Salix humboldtiana,11,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1442353382860,Pittosporum undulatum,9.12,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1475100623142,Acacia decurrens,8,0,Ralo,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1641872986613,Lafoensia acuminata,1.5,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,Regular,Tratamiento Integral
155022,Eucalyptus globulus,25,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1466610337629,Schinus molle,2,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1442353382872,Myrcianthes leucoxyla,6.7,0,Muy Ralo,Malo,Malo,No apreciable,Bueno,Moderada,,Tala
1475100623151,Acacia decurrens,8,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1641872986885,Tibouchina urvilleana,2.5,0,Medio,Regular,Bueno,Raices Descubiertas,Regular,Ninguna,Regular,Conservacion
155024,Eucalyptus globulus,18,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1466610340290,Schinus molle,3,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,,Poda Radicular
1442353382884,Cotoneaster panosa,7.7,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1475100626685,Acacia decurrens,9,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
155026,Eucalyptus globulus,17,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1641872986884,Ficus soatensis,2.5,0,Medio,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Poda Realce
1466610337650,Schinus molle,2,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Traslado
1442353382896,Ficus soatensis,11.99,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Tratamiento Integral
1475100623171,Acacia decurrens,15,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
155029,Eucalyptus globulus,11,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1641872986638,Abatia  parviflora,2.2,0,Denso,Bueno,Regular,No apreciable,Regular,Moderada,Regular,Poda Estructural
1466610337660,Alnus acuminata,10,0,Denso,Bueno,Bueno,No apreciable,Regular,Moderada,,Tala
1442353382908,Ficus lyrata,10.26,0,Muy Ralo,Malo,Malo,No apreciable,Bueno,Moderada,,Tala
1475100623180,Acacia decurrens,8,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
155031,Eucalyptus globulus,31,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1641872986872,Tecoma stans,1.8,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,Regular,Tratamiento Integral
1466610337671,Schinus molle,2.5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,,Traslado
1442353382920,Pittosporum undulatum,7.7,0,Medio,Bueno,Malo,No apreciable,Bueno,Moderada,,Tala
1475100623876,Acacia decurrens,7,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
155033,Eucalyptus globulus,23,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1641872987129,Sambucus nigra,2,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,Regular,Poda Estructural
1466610342070,Tecoma stans,5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,,Poda Radicular
1442353382932,Prunus serotina,7.49,0,Denso,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Estructural
1475100623199,Acacia decurrens,16,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1641872986662,Ficus tequendamae,2.5,0,Medio,Regular,Bueno,No apreciable,Regular,Moderada,Regular,Tratamiento Integral
155035,Eucalyptus globulus,13,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1466610338472,Salix humboldtiana,12,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,,Poda Radicular
1442353382944,Prunus serotina,10.26,0,Denso,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Estructural
1475100623208,Acacia decurrens,18,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1641872986670,Quercus humboldtii,1.8,0,Medio,Regular,Bueno,Raices Descubiertas,Bueno,Moderada,Regular,Tratamiento Integral
155037,Eucalyptus globulus,30,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1466610338845,Quercus humboldtii,12,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Traslado
1442353382956,Ficus lyrata,10.26,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Tratamiento Integral
1475100623218,Acacia decurrens,15,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1641872986689,Ligustrum lucidum,2,0,Denso,Regular,Regular,Raices Descubiertas,Bueno,Moderada,Regular,Poda Estructural
155039,Eucalyptus globulus,32,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1466610337713,Araucaria excelsa,13,0,Denso,Bueno,Bueno,Raices Descubiertas,Bueno,Moderada,,Poda Radicular
1442353382968,Xylosma spiculiferum,5.34,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1475100626678,Acacia decurrens,2,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1641872986893,Myrcia popayanensis,1.6,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,Regular,Tratamiento Integral
155041,Eucalyptus globulus,30,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1466610342099,Schinus molle,2.5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1442353382980,Pittosporum undulatum,7.09,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1475100623237,Acacia decurrens,3,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1641872987168,Abutilon megapotamicum,2,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,Regular,Poda Estructural
155044,Eucalyptus globulus,7,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1466610337732,Salix humboldtiana,12,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1442353382992,Prunus serotina,10.58,0,Denso,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Estructural
1475100623247,Acacia decurrens,5,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
155046,Eucalyptus globulus,30,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1641872986924,Quercus humboldtii,2,0,Ralo,Bueno,Bueno,Raices Descubiertas,Bueno,Moderada,Regular,Tratamiento Integral
1466610337742,Yucca elephantipes,4,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1442353383004,Prunus serotina,10.26,0,Denso,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Estructural
1475100623257,Acacia decurrens,5,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
155048,Eucalyptus globulus,20,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1641872986784,Myrcia popayanensis,1.8,0,Medio,Regular,Regular,No apreciable,Bueno,Ninguna,Regular,Poda Realce
